State,Jurisdiction,FIPSCode,QD1a,QD1_Comment,QD2a,QD2b,QD2c,QD2d,QD2_Other,QD2e,QD2f,QD2g,QD2_Total,QD2g_Other,QD2_Comment,QD3a,QD3_Comment,QD4a,QD4b,QD4c,QD4d,QD4e,QD4f,QD4_Total,QD4_Comment,QD5,QD5_Comment
WI,CITY OF BARABOO - 57206 -  WARDS 7-10,5511173659,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,5,6,5,16,,Neither difficult nor easy,
WI,TOWN OF RICHMOND - 59040 -  Wards 1-3,5511575335,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,14,,0,0,0,4,7,5,16,,Very easy,
WI,TOWN OF EAGLE - 68006 -  WARDS 1-4,5513373156,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,1,7,1,7,16,,Somewhat easy,
WI,VILLAGE OF NASHOTAH - 68158 -  WARDS 1-2,5513373608,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,1,7,8,16,,Very easy,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 3,5513374496,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,2,9,5,16,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 4,5513374497,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,2,9,5,16,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 5,5513374498,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,2,9,5,16,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 6,5513374499,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,1,4,11,16,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 7,5513374500,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,1,4,11,16,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 21,5513374514,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,3,9,16,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 22,5513374515,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,3,9,16,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 23,5513374516,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,3,9,16,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 1,5513374554,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,3,12,0,16,,Somewhat difficult,
WI,TOWN OF NEKIMI - 71012 -  WARD 1 AND 2,5513972329,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,2,10,16,,Very easy,
ME,CHESTERVILLE,2300712595,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,4,7,4,2,17,,Neither difficult nor easy,
ME,JAY,2300735625,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,1,5,5,6,17,,Very Easy,
ME,BAR HARBOR,2300902865,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,5,8,4,17,,Somewhat Difficult,
ME,PENOBSCOT,2300957920,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,3,11,3,0,17,,Somewhat Difficult,
ME,GARDINER,2301127085,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,1,0,6,3,7,17,,Neither difficult nor easy,
ME,BRISTOL,2301507485,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,2,11,4,17,,Very Easy,
ME,PERU,2301758270,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,2,0,4,6,5,17,,Somewhat Difficult,
ME,WEST PARIS,2301783890,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,1,3,6,7,0,17,,Neither difficult nor easy,
ME,THORNDIKE,2302776610,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,3,7,6,1,17,,Somewhat Easy,
ME,KITTERY,2303137270,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,5,5,7,17,,Very Difficult,
VT,NEWFANE,5002548400,1,,2,1,0,,,0,0,0,1,0,,17,,0,0,0,3,13,1,17,,Somewhat easy,About half of the Board of Civil Authority did not respond to the need for election poll officials during the day. I had to seek others to fill the need.
WI,VILLAGE OF HOWARD - MAIN - 05136 -  Ward 5,5500971401,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,1,4,4,8,17,,Somewhat difficult,
WI,"VILLAGE OF HOWARD - MAIN - 05136 -  Ward 3, 4 & 6",5500971407,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,1,4,4,8,17,,Somewhat difficult,
WI,VILLAGE OF ALLOUEZ - 05102 -  Wards 1 - 2,5500971554,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,6,2,9,17,,Neither difficult nor easy,
WI,TOWN OF BURKE - 13014 -  Wards 1-4,5502573688,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,4,11,2,17,,Somewhat difficult,
WI,TOWN OF SPRINGFIELD - 13056 -  WARDS 1-3,5502573702,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,1,0,0,5,8,3,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 11,5502573835,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,2,1,4,5,5,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 17,5502573841,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,2,1,4,5,5,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 31,5502573855,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,2,5,5,5,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 37,5502573861,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,2,1,3,6,5,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 47,5502573871,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,1,5,5,3,1,2,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 48,5502573872,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,1,5,5,3,1,2,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 49,5502573873,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,5,7,2,3,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 63,5502573887,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,3,0,0,6,6,2,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 98,5502573922,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,5,5,6,1,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 108,5502573932,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,1,0,1,4,7,4,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 109,5502573933,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,1,4,3,9,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 110,5502573934,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,3,0,0,6,6,2,17,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 111,5502573935,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,1,3,6,7,0,17,,Somewhat easy,
WI,CITY OF WATERTOWN - ALT - 14291 -  Wards 5 - 6,5502772788,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,3,4,10,17,,Somewhat difficult,
WI,CITY OF WATERTOWN - ALT - 14291 -  Wards 1 - 2,5502772789,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,2,5,10,17,,Somewhat easy,
WI,CITY OF EAU CLAIRE - MAIN - 18221 -  Ward 29,5503575416,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,1,0,0,3,5,8,17,,Very difficult,
WI,TOWN OF MERCER - 26012 -  WARDS 1-4,5505173066,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,4,0,0,3,4,6,17,,Neither difficult nor easy,
WI,CITY OF WATERLOO - 28290 -  Wards 1-5,5505574810,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,2,12,3,17,,Somewhat easy,
WI,CITY OF SOUTH MILWAUKEE - 41282 -  Wards 5 - 8,5507971820,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,1,0,4,4,8,17,,Very difficult,
WI,CITY OF SOUTH MILWAUKEE - 41282 -  Wards 1 - 4,5507971823,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,2,5,10,17,,Very difficult,
WI,CITY OF FRANKLIN - 41226 -  Ward 1,5507973162,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,1,0,5,4,7,17,,Neither difficult nor easy,
WI,CITY OF FRANKLIN - 41226 -  Ward 2,5507973163,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,1,0,5,4,7,17,,Neither difficult nor easy,
WI,CITY OF FRANKLIN - 41226 -  Ward 3,5507973164,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,1,0,5,4,7,17,,Neither difficult nor easy,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 246,5507975029,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,3,5,6,3,17,,Very difficult,
WI,TOWN OF CHASE - 43012 -  Wards 1-5,5508374491,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,3,9,5,17,,Very easy,
WI,VILLAGE OF COMBINED LOCKS - 45111 -  WARDS 1-4,5508774854,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,2,0,4,9,2,17,,Neither difficult nor easy,
WI,"CITY OF RIVER FALLS - MAIN - 48276 -  Wards 6, 7 & 8",5509373752,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,8,3,6,17,,Somewhat difficult,
WI,"VILLAGE OF CALEDONIA - 52104 -  WARDS 16, 18, 19",5510174645,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,3,9,5,17,,Neither difficult nor easy,
WI,TOWN OF MILTON - 54026 -  WARD 1,5510571707,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,6,3,8,17,,Neither difficult nor easy,
WI,TOWN OF MILTON - 54026 -  WARDS 2-4,5510571708,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,6,3,8,17,,Neither difficult nor easy,
WI,CITY OF BARABOO - 57206 -  WARDS 3-6,5511173660,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,1,8,8,17,,Somewhat easy,
WI,CITY OF EAGLE RIVER - 64221 -  Wards 1-5,5512574768,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,1,2,7,7,17,,Very easy,
WI,TOWN OF JACKSON - 67014 -  WARDS 1 - 6,5513173227,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,3,4,10,17,,Neither difficult nor easy,
WI,CITY OF NEW BERLIN - 68261 -  Ward 1,5513371477,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,1,0,0,4,7,5,17,,Neither difficult nor easy,
WI,CITY OF NEW BERLIN - 68261 -  Ward 2,5513371478,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,1,0,0,4,7,5,17,,Neither difficult nor easy,
WI,CITY OF NEW BERLIN - 68261 -  Ward 3,5513371479,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,1,0,0,4,7,5,17,,Neither difficult nor easy,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 8,5513374501,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,2,3,4,8,17,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 9,5513374502,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,2,3,4,8,17,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 10,5513374503,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,2,3,4,8,17,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 15,5513374508,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,3,9,5,17,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 16,5513374509,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,3,9,5,17,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 17,5513374510,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,5,4,8,17,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 18,5513374511,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,5,4,8,17,,Somewhat difficult,
WI,VILLAGE OF MENOMONEE FALLS - 68151 -  WARD 19,5513374512,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,5,4,8,17,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 21,5513374561,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,3,13,1,17,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 20,5513374562,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,0,3,13,1,17,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 9,5513374569,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,2,7,5,3,17,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 11,5513374570,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,2,7,5,3,17,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 10,5513374571,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,2,7,5,3,17,,Somewhat difficult,
WI,CITY OF OSHKOSH - 71266 -  Ward 5,5513975447,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,1,4,0,8,4,17,,Very difficult,
WI,CITY OF OSHKOSH - 71266 -  Ward 6,5513975448,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,1,4,0,8,4,17,,Very difficult,
ME,LITTLETON,2300340595,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,8,8,1,18,,Somewhat Difficult,
ME,MADAWASKA,2300342520,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,7,7,3,18,,Neither difficult nor easy,
ME,DIXMONT,2301917950,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,1,2,13,1,1,18,,Neither difficult nor easy,
ME,MILLINOCKET,2301945810,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,1,8,8,18,,Somewhat Difficult,
ME,MADISON,2302542660,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,9,8,1,18,,Somewhat Easy,
ME,ISLESBORO,2302735240,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,12,6,0,18,,Somewhat Difficult,
ME,BERWICK,2303104720,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,9,4,4,18,,Neither difficult nor easy,
ME,OLD TOWN,2303155085,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,1,4,13,18,,Somewhat Difficult,
VT,CORNWALL,5000116000,1,,1,1,0,,,0,0,,1,,,18,,0,0,0,2,10,6,18,,Somewhat easy,
VT,MENDON,5002144125,1,,1,0,1,0,,0,0,0,1,,,18,,0,,1,4,12,1,18,,Somewhat easy,
WI,VILLAGE OF SUAMICO - 05178 -  Ward 5-8,5500971818,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,6,5,6,18,,Very easy,
WI,CITY OF DE PERE - 05216 -  WARDS 1-4,5500975497,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,1,1,8,6,2,18,,Very easy,
WI,CITY OF DE PERE - 05216 -  WARD 5,5500975498,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,1,1,8,6,2,18,,Very easy,
WI,TOWN OF HARRISON - 08010 -  WARDS 1-4,5501572330,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,2,7,7,2,18,,Somewhat difficult,
WI,TOWN OF HARRISON - 08010 -  WARDS 10-12,5501572331,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,2,7,7,2,18,,Somewhat difficult,
WI,TOWN OF HARRISON - 08010 -  WARDS 5-6,5501572332,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,5,12,1,18,,Somewhat difficult,
WI,TOWN OF HARRISON - 08010 -  WARDS 7-9,5501572333,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,5,12,1,18,,Somewhat difficult,
WI,CITY OF BLOOMER - 09206 -  Wards 1 - 4,5501772003,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,3,11,4,18,,Very easy,
WI,TOWN OF LODI - 11022 -  WARDS 1 - 5,5502173646,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,7,8,2,18,,Very easy,
WI,TOWN OF WESTPORT - 13066 -  WARDS 1 - 5,5502572203,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,2,6,9,18,,Neither difficult nor easy,
WI,"VILLAGE OF OREGON - 13165 -  WARD 1, 5, 6 & 11",5502573485,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,1,9,8,18,,Very easy,
WI,"VILLAGE OF OREGON - 13165 -  WARD 2, 3, 4 & 12",5502573486,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,3,5,10,18,,Somewhat difficult,
WI,TOWN OF VIENNA - 13064 -  Wards 1-2,5502573668,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,5,6,6,18,,Neither difficult nor easy,
WI,VILLAGE OF CROSS PLAINS - 13113 -  WARDS 1-4,5502573669,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,10,4,3,18,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 22,5502573846,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,1,3,7,6,1,18,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 23,5502573847,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,2,5,5,6,18,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 24,5502573850,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,2,5,5,6,18,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 46,5502573870,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,5,8,2,3,18,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 51,5502573875,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,3,8,6,1,18,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 54,5502573878,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,3,1,7,7,0,0,18,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 61,5502573885,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,3,4,5,6,0,18,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 66,5502573890,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,2,1,1,7,6,1,18,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 68,5502573892,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,2,1,1,7,6,1,18,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 78,5502573902,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,1,1,1,4,9,2,18,,Somewhat easy,
WI,TOWN OF MADISON - 13032 -  WARDS 2 - 9,5502574657,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,15,3,0,18,,Somewhat difficult,
WI,CITY OF FORT ATKINSON - 28226 -  WARDS 1-3,5505574706,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,4,6,8,18,,Somewhat difficult,
WI,CITY OF FORT ATKINSON - 28226 -  WARDS 4-6,5505574707,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,2,6,10,18,,Somewhat difficult,
WI,CITY OF FORT ATKINSON - 28226 -  WARDS 7-9,5505574708,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,3,10,5,18,,Very difficult,
WI,"TOWN OF KOSHKONONG - 28016 -  WARDS 1, 6",5505575372,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,1,1,4,10,2,18,,Somewhat difficult,
WI,TOWN OF KOSHKONONG - 28016 -  WARDS 2-5,5505575373,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,1,1,4,10,2,18,,Somewhat difficult,
WI,TOWN OF CAMPBELL - 32008 -  Wards 1 - 6,5506371685,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,3,13,2,18,,Very easy,
WI,CITY OF DARLINGTON - 33216 -  WARDS 1 - 6,5506572956,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,7,7,4,18,,Neither difficult nor easy,
WI,TOWN OF WAUSAU - 37080 -  WARDS 1-3,5507371290,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,9,7,2,18,,Very easy,
WI,TOWN OF MAINE - 37052 -  WARD 1-4,5507374858,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,2,13,3,18,,Neither difficult nor easy,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 113,5507974896,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,4,3,9,2,0,18,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 128,5507974911,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,3,7,8,0,18,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 133,5507974916,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,2,3,5,6,2,18,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 187,5507974970,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,1,4,6,5,2,18,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 271,5507975054,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,4,5,5,3,1,18,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 275,5507975058,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,2,5,5,4,2,18,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 296,5507975079,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,3,4,4,5,2,18,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 006,5507975168,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,2,3,5,4,4,18,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 051,5507975175,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,2,3,4,5,4,18,,Very difficult,
WI,TOWN OF BLACK CREEK - 45002 -  Wards 1-2,5508771766,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,6,4,7,18,,Neither difficult nor easy,
WI,TOWN OF MARTELL - 48018 -  Wards 1 - 2,5509371899,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,3,15,0,18,,Neither difficult nor easy,
WI,TOWN OF RHINE - 60018 -  Wards 1 - 3,5511773963,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,3,8,6,18,,Somewhat difficult,
WI,VILLAGE OF HOWARDS GROVE - 60135 -  WARDS 1-4,5511774722,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,3,0,0,1,11,3,18,,Neither difficult nor easy,
WI,"VILLAGE OF GERMANTOWN - 67131 -  Wards 2,5,6 & 7",5513172507,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,0,11,7,18,,Somewhat difficult,
WI,"VILLAGE OF GERMANTOWN - 67131 -  Wards 3,16,4,17 & 9",5513172508,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,17,,0,0,1,6,7,4,18,,Somewhat difficult,
WI,TOWN OF HARTFORD - 67012 -  WARDS 1-5,5513173545,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,1,12,5,18,,Somewhat easy,
WI,CITY OF WAUKESHA - 68291 -  Ward 38,5513374578,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,1,3,12,2,0,18,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 37,5513374579,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,1,3,12,2,0,18,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 31,5513374585,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,3,15,0,18,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 30,5513374586,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,0,3,15,0,18,,Somewhat difficult,
WI,VILLAGE OF PEWAUKEE - 68171 -  Wards 6 - 10,5513374611,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,2,1,0,4,7,4,18,,Somewhat difficult,
WI,TOWN OF VINLAND - 71026 -  Ward 1A and 2,5513972341,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,2,12,3,18,,Neither difficult nor easy,
WI,TOWN OF VINLAND - 71026 -  Ward 1B,5513972342,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,18,,0,0,1,2,12,3,18,,Neither difficult nor easy,
ME,CAPE ELIZABETH,2300510180,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,19,,0,0,2,6,7,4,19,,Somewhat Difficult,
